MMSI,MID,Received_Time,Vessel_Name,Latitude,Longitude,COG,SOG,IMO_Number,Longitude_Second,Latitude_Second,_True_Heading_HDG,_Beam ,Destination,Destination,Ship_Type
416008845,Taiwan (Province of China),20/02/2025 16:00:29,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.166' E,22? 35.640' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
416000095,Taiwan (Province of China),20/02/2025 16:00:29,YIN LIAN,22.5964,120.2898,154.6,0,0,120? 17.390' E,22? 35.783' N,356,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
477893900,Hong Kong (Special Administrative Region of China),20/02/2025 16:00:29,SNL NANTONG,22.5576,120.3268,86,0,9936898,120? 19.608' E,22? 33.455' N,52,23,147,TWKHH               ,Cargo-all ships of this type
416000018,Taiwan (Province of China),20/02/2025 16:00:29,FORMOSA NO.8,22.5996,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
563245300,Singapore (Republic of),20/02/2025 16:00:29,EVER MOST,22.5467,120.2892,281.7,7.2,,120? 17.352' E,22? 32.802' N,280,,,,
306406000,Netherlands Antilles,20/02/2025 16:00:30,XING YUN 101,22.595,120.2833,125.6,0,0,120? 16.997' E,22? 35.697' N,224,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416004697,Taiwan (Province of China),20/02/2025 16:00:30,KAO 505,22.6102,120.2726,96.7,0,967097500,120? 16.356' E,22? 36.613' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
667001467,Sierra Leone,20/02/2025 16:00:30,VINCENT 2,22.6022,120.2829,301.5,0.1,9121039,120? 16.974' E,22? 36.135' N,142,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
511101274,Palau (Republic of),20/02/2025 16:00:30,HONG LI,22.6034,120.2821,260.2,0.1,9036894,120? 16.924' E,22? 36.202' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416006752,Taiwan (Province of China),20/02/2025 16:00:30,TA YU,22.5946,120.291,316.7,0,0,120? 17.462' E,22? 35.677' N,339,13,76,KINMEN              ,Cargo-all ships of this type
563126100,Singapore (Republic of),20/02/2025 16:00:30,GLORY MAJESTY,22.5948,120.242,232.4,0,9894026,120? 14.522' E,22? 35.690' N,31,19,104,KAOHSIUNG           ,Cargo-all ships of this type
544113120,Nauru (Republic of),20/02/2025 16:00:31,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.129' E,22? 35.821' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
351366000,Panama (Republic of),20/02/2025 16:00:31,HEUNG-A PIONEER,22.5933,120.2888,13,0.1,9415478,120? 17.327' E,22? 35.595' N,146,21,125,TWKHH               ,Tanker-all ships of this type
416005048,Taiwan (Province of China),20/02/2025 16:00:31,TIPM NO.13402,22.5413,120.3076,292.1,7.9,0,120? 18.458' E,22? 32.476' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416247700,Taiwan (Province of China),20/02/2025 16:00:31,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.561' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416459000,Taiwan (Province of China),20/02/2025 16:00:31,UNI PROSPER,22.5401,120.3066,266,4.6,,120? 18.396' E,22? 32.406' N,289,,,,
416006765,Taiwan (Province of China),20/02/2025 16:00:31,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.897' E,22? 35.976' N,235,0,0,KHH                 ,Vessel-Pleasure craft
416002974,Taiwan (Province of China),20/02/2025 16:00:31,DONG LIAN NO.8,22.5963,120.2999,349.1,0,0,120? 17.991' E,22? 35.775' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
416008938,Taiwan (Province of China),20/02/2025 16:00:31,TIMP NO.15005,22.5876,120.2932,359.3,1.2,0,120? 17.594' E,22? 35.254' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
375186000,Saint Vincent and the Grenadines,20/02/2025 16:00:32,SALVAGE ROVER,22.6135,120.2723,168.2,0,9257515,120? 16.339' E,22? 36.809' N,122,15,64,KHH TW              ,Tug
677054600,Tanzania (United Republic of),20/02/2025 16:00:32,CHENG TAI,22.5819,120.2958,251,0,8854122,120? 17.750' E,22? 34.914' N,511,12,63,NINGBO@@@@@@@@@@@@@@,Cargo-all ships of this type
416126600,Taiwan (Province of China),20/02/2025 16:00:32,YU DING N0 303,22.5857,120.3039,360,0,0,120? 18.232' E,22? 35.142' N,511,9,35,@@@@@@@@@@@@@@@@@@@@,Tug
416004191,Taiwan (Province of China),20/02/2025 16:00:32,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.058' E,22? 35.751' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416007289,Taiwan (Province of China),20/02/2025 16:00:32,YUAN MAN JIN,22.5535,120.3383,271.7,0,0,120? 20.295' E,22? 33.212' N,271,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416011751,Taiwan (Province of China),20/02/2025 16:00:32,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
416005691,Taiwan (Province of China),20/02/2025 16:00:32,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.549' E,22? 35.166' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
416006689,Taiwan (Province of China),20/02/2025 16:00:33,POLARIS II,22.5833,120.294,274.8,0,,120? 17.642' E,22? 34.997' N,242,,,,
416080000,Taiwan (Province of China),20/02/2025 16:00:33,CSBC NO.16,22.5476,120.3375,38.9,0,9559030,120? 20.250' E,22? 32.856' N,511,19,77,KHH@@@@@@@@@@@@@@@@@,Port tender
576638000,Vanuatu (Republic of),20/02/2025 16:00:33,LONGBOW NO.7,22.6031,120.2862,13.7,0,8956683,120? 17.173' E,22? 36.183' N,511,9,46,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
352003319,Panama (Republic of),20/02/2025 16:00:33,JOYFUL SPIRIT,22.5907,120.2934,47.4,0,9590022,120? 17.601' E,22? 35.442' N,146,20,120,TW KHH              ,Cargo-all ships of this type
416000021,Taiwan (Province of China),20/02/2025 16:00:33,YU MING NO:288,22.5853,120.3028,360,0,0,120? 18.166' E,22? 35.121' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
416004602,Taiwan (Province of China),20/02/2025 16:00:33,TIPM NO.15401,22.5523,120.3133,74.9,10.4,0,120? 18.795' E,22? 33.135' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416008937,Taiwan (Province of China),20/02/2025 16:00:33,TIPM NO.15003,22.5892,120.2925,148.2,4.3,0,120? 17.553' E,22? 35.352' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416000017,Taiwan (Province of China),20/02/2025 16:00:34,YU TAI NO.403,22.5962,120.2878,169.4,8.4,0,120? 17.266' E,22? 35.774' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
416006765,Taiwan (Province of China),20/02/2025 16:00:34,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.897' E,22? 35.976' N,235,0,0,KHH                 ,Vessel-Pleasure craft
457601000,Mongolia,20/02/2025 16:00:34,MACRO,22.5999,120.2816,205.4,0,0,120? 16.895' E,22? 35.993' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416005437,Taiwan (Province of China),20/02/2025 16:00:34,SOLARIS 2,22.582,120.2939,360,0,0,120? 17.632' E,22? 34.922' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416459000,Taiwan (Province of China),20/02/2025 16:00:35,UNI PROSPER,22.5401,120.3065,270,4.5,,120? 18.390' E,22? 32.406' N,290,,,,
306045000,Netherlands Antilles,20/02/2025 16:00:35,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.437' E,22? 36.660' N,0,9,53,KHH                 ,Cargo-all ships of this type
416004524,Taiwan (Province of China),20/02/2025 16:00:35,YU JING 245,22.6176,120.2794,360,0,0,120? 16.761' E,22? 37.054' N,511,9,54,@@@@@@@@@@@@@@@@@@@@,Tug
416004047,Taiwan (Province of China),20/02/2025 16:00:35,TA YING,22.5991,120.2884,104.2,0,0,120? 17.302' E,22? 35.948' N,511,0,0,KAOHSIUNG@@@@@@@@@@@,Cargo-all ships of this type
416004115,Taiwan (Province of China),20/02/2025 16:00:35,DAH LIN NO.9,22.5389,120.3359,360,0,0,120? 20.156' E,22? 32.335' N,511,12,36,KAOHSIUNG PORT@@@@@@,Vessel-Towing
510069000,Micronesia (Federated States of),20/02/2025 16:00:35,QUEEN ISABELLA 88,22.6135,120.2719,290.1,0,0,120? 16.315' E,22? 36.807' N,303,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416012541,Taiwan (Province of China),20/02/2025 16:00:35,KMSC NO.901,22.5933,120.2918,360,0,0,120? 17.507' E,22? 35.599' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
667001736,Sierra Leone,20/02/2025 16:00:36,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.221' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416004115,Taiwan (Province of China),20/02/2025 16:00:36,DAH LIN NO.9,22.5389,120.3359,360,0,0,120? 20.156' E,22? 32.335' N,511,12,36,KAOHSIUNG PORT@@@@@@,Vessel-Towing
416015927,Taiwan (Province of China),20/02/2025 16:00:36,KAO 506,22.6138,120.2881,183.4,0.1,0,120? 17.285' E,22? 36.827' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
677011100,Tanzania (United Republic of),20/02/2025 16:00:36,HAI FA,22.582,120.2955,268.6,0,9072991,120? 17.727' E,22? 34.922' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
416005048,Taiwan (Province of China),20/02/2025 16:00:37,TIPM NO.13402,22.5414,120.3074,296.5,8.4,0,120? 18.444' E,22? 32.482' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416006689,Taiwan (Province of China),20/02/2025 16:00:37,POLARIS II,22.5833,120.294,274.8,0,9522453,120? 17.642' E,22? 34.997' N,242,13,49,"KHH,TW              ",Other type of ship-all ships of this type
416459000,Taiwan (Province of China),20/02/2025 16:00:37,UNI PROSPER,22.5401,120.3064,271,4.5,,120? 18.387' E,22? 32.406' N,290,,,,
416003885,Taiwan (Province of China),20/02/2025 16:00:38,SHING FU,22.6197,120.2699,360,0,0,120? 16.194' E,22? 37.183' N,174,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416000095,Taiwan (Province of China),20/02/2025 16:00:38,YIN LIAN,22.5964,120.2898,154.6,0,0,120? 17.390' E,22? 35.783' N,356,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
416005452,Taiwan (Province of China),20/02/2025 16:00:38,CHUNG YU NO.22,22.5845,120.3008,40,0,9814571,120? 18.047' E,22? 35.069' N,50,16,75,KAOSHIUNG           ,Tanker-all ships of this type
416003923,Taiwan (Province of China),20/02/2025 16:00:39,KAO NO.112,22.597,120.2868,142.9,4.7,0,120? 17.211' E,22? 35.819' N,511,14,89,KOH                 ,Tug
273396660,Russian Federation,20/02/2025 16:00:39,SIZIMAN,22.6011,120.2946,242.7,0,9113604,120? 17.674' E,22? 36.064' N,160,16,117,TW KHH@@@@@@@@@@@@@@,Cargo-all ships of this type
416008845,Taiwan (Province of China),20/02/2025 16:00:39,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.166' E,22? 35.640' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
306406000,Netherlands Antilles,20/02/2025 16:00:39,XING YUN 101,22.595,120.2833,125.6,0,0,120? 16.997' E,22? 35.698' N,224,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
667001467,Sierra Leone,20/02/2025 16:00:40,VINCENT 2,22.6022,120.2829,305.8,0,9121039,120? 16.974' E,22? 36.135' N,142,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
563245300,Singapore (Republic of),20/02/2025 16:00:40,EVER MOST,22.5468,120.2888,280.7,7.3,,120? 17.330' E,22? 32.806' N,278,,,,
511101274,Palau (Republic of),20/02/2025 16:00:40,HONG LI,22.6034,120.2821,263.1,0,9036894,120? 16.924' E,22? 36.202' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416000018,Taiwan (Province of China),20/02/2025 16:00:40,FORMOSA NO.8,22.5997,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
416006752,Taiwan (Province of China),20/02/2025 16:00:40,TA YU,22.5946,120.291,316.7,0,0,120? 17.462' E,22? 35.677' N,339,13,76,KINMEN              ,Cargo-all ships of this type
544113120,Nauru (Republic of),20/02/2025 16:00:41,EASTERN STAR,22.597,120.2855,237.3,0,8996097,120? 17.129' E,22? 35.821' N,511,14,89,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416247700,Taiwan (Province of China),20/02/2025 16:00:41,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.561' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004697,Taiwan (Province of China),20/02/2025 16:00:41,KAO 505,22.6102,120.2726,149.9,0,967097500,120? 16.357' E,22? 36.612' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416008938,Taiwan (Province of China),20/02/2025 16:00:41,TIMP NO.15005,22.5876,120.2932,38.3,1.2,0,120? 17.594' E,22? 35.257' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416459000,Taiwan (Province of China),20/02/2025 16:00:41,UNI PROSPER,22.5401,120.3064,275,4.5,,120? 18.382' E,22? 32.406' N,291,,,,
416005003,Taiwan (Province of China),20/02/2025 16:00:42,HUNG YU NO.1,22.5468,120.3121,334.6,0,0,120? 18.726' E,22? 32.805' N,511,33,80,@@@@@@@@@@@@@@@@@@@@,Other type of ship-all ships of this type
538005156,Marshall Islands (Republic of the),20/02/2025 16:00:42,STONEWELL PIONEER,22.6089,120.2883,175.9,0,9679385,120? 17.300' E,22? 36.532' N,118,32,190,TWKHH               ,Cargo-all ships of this type
416008937,Taiwan (Province of China),20/02/2025 16:00:42,TIPM NO.15003,22.589,120.2927,148.8,4.3,0,120? 17.559' E,22? 35.343' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
416000018,Taiwan (Province of China),20/02/2025 16:00:42,FORMOSA NO.8,22.5997,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
386900017,not in use,20/02/2025 16:00:42,3869-17-59%,22.5897,120.2897,145.9,0,,120? 17.383' E,22? 35.384' N,,,,,
416006765,Taiwan (Province of China),20/02/2025 16:00:43,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.897' E,22? 35.976' N,235,0,0,KHH                 ,Vessel-Pleasure craft
416002974,Taiwan (Province of China),20/02/2025 16:00:43,DONG LIAN NO.8,22.5963,120.2999,349.1,0,0,120? 17.991' E,22? 35.776' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
416004261,Taiwan (Province of China),20/02/2025 16:00:43,YU CHIN NO.302,22.5855,120.3031,0,0,0,120? 18.185' E,22? 35.132' N,511,9,29,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
416126600,Taiwan (Province of China),20/02/2025 16:00:43,YU DING N0 303,22.5857,120.3039,360,0,0,120? 18.232' E,22? 35.142' N,511,9,35,@@@@@@@@@@@@@@@@@@@@,Tug
416011751,Taiwan (Province of China),20/02/2025 16:00:43,SHENG YI FA168,22.5925,120.2871,273.1,0,0,120? 17.226' E,22? 35.550' N,511,8,37,KHH                 ,Vessel=Fishing
416004191,Taiwan (Province of China),20/02/2025 16:00:43,SEAGREEN NO15,22.5959,120.2843,360,0,9406295,120? 17.058' E,22? 35.751' N,511,40,55,TW KHH 1508W        ,Vessel-Towing
416005691,Taiwan (Province of China),20/02/2025 16:00:43,SEN KOH NO.8,22.5861,120.2925,360,0,0,120? 17.548' E,22? 35.166' N,511,30,102,@@@@@@@@@@@@@@@@@@@@,Spare - for local use
576638000,Vanuatu (Republic of),20/02/2025 16:00:43,LONGBOW NO.7,22.6031,120.2862,13.7,0,8956683,120? 17.172' E,22? 36.183' N,511,9,46,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416004602,Taiwan (Province of China),20/02/2025 16:00:44,TIPM NO.15401,22.5524,120.3138,72.5,10.4,0,120? 18.828' E,22? 33.144' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Tug
386900017,not in use,20/02/2025 16:00:44,3869-17-59%,22.5897,120.2897,145.9,0,,120? 17.383' E,22? 35.384' N,,,,,
416000021,Taiwan (Province of China),20/02/2025 16:00:44,YU MING NO:288,22.5853,120.3028,360,0,0,120? 18.166' E,22? 35.120' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Pleasure craft
386900003,not in use,20/02/2025 16:00:44,3869-03-58%,22.5898,120.2899,85.9,0,,120? 17.391' E,22? 35.387' N,,,,,
416004524,Taiwan (Province of China),20/02/2025 16:00:44,YU JING 245,22.6176,120.2794,360,0,0,120? 16.761' E,22? 37.054' N,511,9,54,@@@@@@@@@@@@@@@@@@@@,Tug
416000095,Taiwan (Province of China),20/02/2025 16:00:44,YIN LIAN,22.5964,120.2898,154.6,0,0,120? 17.390' E,22? 35.783' N,356,11,76,LONG MEN - KAOHSIUNG,Cargo-all ships of this type
629009312,Gambia (Republic of the),20/02/2025 16:00:44,XIN YUAN,22.5818,120.2957,295,0.1,9126106,120? 17.740' E,22? 34.910' N,231,15,85,KOHSIUNG            ,Cargo-all ships of this type
416012541,Taiwan (Province of China),20/02/2025 16:00:44,KMSC NO.901,22.5933,120.2918,360,0,0,120? 17.507' E,22? 35.599' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Port tender
416459000,Taiwan (Province of China),20/02/2025 16:00:44,UNI PROSPER,22.5401,120.3063,278,4.5,,120? 18.379' E,22? 32.407' N,291,,,,
416000017,Taiwan (Province of China),20/02/2025 16:00:45,YU TAI NO.403,22.5958,120.2878,171.9,8.5,0,120? 17.270' E,22? 35.749' N,511,11,30,@@@@@@@@@@@@@@@@@@@@,Tug
416005437,Taiwan (Province of China),20/02/2025 16:00:45,SOLARIS 2,22.582,120.2939,360,0,0,120? 17.632' E,22? 34.922' N,511,8,20,HYDRO SURVEY@@@@@@@@,Vessel-Engaged in dredging or underwater operations
306045000,Netherlands Antilles,20/02/2025 16:00:45,GUANYANG,22.611,120.2739,168.3,0,9110250,120? 16.437' E,22? 36.660' N,0,9,53,KHH                 ,Cargo-all ships of this type
457556000,Mongolia,20/02/2025 16:00:45,EVER  DELIGHT,91,181,360,102.3,8358661,Not available (default),Not available (default),511,16,96,KAOHSIUNG           ,Cargo-all ships of this type
416004115,Taiwan (Province of China),20/02/2025 16:00:45,DAH LIN NO.9,22.5389,120.3359,360,0.1,0,120? 20.157' E,22? 32.335' N,511,12,36,KAOHSIUNG PORT@@@@@@,Vessel-Towing
457601000,Mongolia,20/02/2025 16:00:45,MACRO,22.5999,120.2816,205.4,0,0,120? 16.895' E,22? 35.993' N,511,2,2,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
510069000,Micronesia (Federated States of),20/02/2025 16:00:45,QUEEN ISABELLA 88,22.6135,120.2719,275.2,0,0,120? 16.315' E,22? 36.807' N,303,30,15,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416015927,Taiwan (Province of China),20/02/2025 16:00:46,KAO 506,22.6138,120.2881,183.4,0.1,0,120? 17.283' E,22? 36.826' N,511,15,40,KHH@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
538010853,Marshall Islands (Republic of the),20/02/2025 16:00:46,FAIRCHEM PATHFINDER,22.5887,120.293,148.4,4.2,9975301,120? 17.581' E,22? 35.322' N,150,27,158,TW KHH              ,Tanker-all ships of this type
677011100,Tanzania (United Republic of),20/02/2025 16:00:46,HAI FA,22.582,120.2955,268.4,0,9072991,120? 17.727' E,22? 34.922' N,511,12,74,KAOXIONG            ,Cargo-all ships of this type
416001323,Taiwan (Province of China),20/02/2025 16:00:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:00:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:00:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:00:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416001323,Taiwan (Province of China),20/02/2025 16:00:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
416008865,Taiwan (Province of China),20/02/2025 16:00:47,TRITON 8,22.5659,120.3087,271.2,0.1,9486776,120? 18.522' E,22? 33.956' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Reserved for future use
416001323,Taiwan (Province of China),20/02/2025 16:00:47,@@@I*ELCOBR@@C?) BB,22.6126,120.2709,200.1,0,,120? 16.254' E,22? 36.753' N,,0,0,,
538005156,Marshall Islands (Republic of the),20/02/2025 16:00:47,STONEWELL PIONEER,22.6089,120.2883,175.9,0,9679385,120? 17.299' E,22? 36.532' N,118,32,190,TWKHH               ,Cargo-all ships of this type
416004127,Taiwan (Province of China),20/02/2025 16:00:48,YU HONG 401,22.6037,120.2851,186.4,0,0,120? 17.104' E,22? 36.225' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
667001736,Sierra Leone,20/02/2025 16:00:48,HUA HANG,22.6138,120.287,0,0,8864282,120? 17.221' E,22? 36.830' N,511,12,71,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416003923,Taiwan (Province of China),20/02/2025 16:00:48,KAO NO.112,22.5968,120.287,140.9,4.4,0,120? 17.218' E,22? 35.810' N,511,14,89,KOH                 ,Tug
416003885,Taiwan (Province of China),20/02/2025 16:00:48,SHING FU,22.6197,120.2699,360,0,0,120? 16.194' E,22? 37.183' N,174,0,0,@@@@@@@@@@@@@@@@@@@@,Passenger-all ships of this type
416459000,Taiwan (Province of China),20/02/2025 16:00:48,UNI PROSPER,22.5401,120.3062,282,4.5,,120? 18.374' E,22? 32.408' N,292,,,,
563245300,Singapore (Republic of),20/02/2025 16:00:48,EVER MOST,22.5468,120.2885,278.7,7.3,,120? 17.310' E,22? 32.809' N,277,,,,
416005048,Taiwan (Province of China),20/02/2025 16:00:49,TIPM NO.13402,22.5416,120.307,296.9,9.7,0,120? 18.418' E,22? 32.495' N,511,10,35,@@@@@@@@@@@@@@@@@@@@,Tug
416000140,Taiwan (Province of China),20/02/2025 16:00:50,DAH LIN NO.1,22.5382,120.3367,360,0,0,120? 20.202' E,22? 32.291' N,511,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Towing
306406000,Netherlands Antilles,20/02/2025 16:00:50,XING YUN 101,22.595,120.2833,125.6,0,0,120? 16.997' E,22? 35.698' N,223,8,29,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416008845,Taiwan (Province of China),20/02/2025 16:00:50,TRITON1,22.594,120.2861,168.1,0,9495894,120? 17.166' E,22? 35.640' N,511,10,34,@@@@@@@@@@@@@@@@@@@@,Port tender
373302000,Panama (Republic of),20/02/2025 16:00:50,SUNNINE 3,22.5859,120.2964,298.5,0,9246293,120? 17.782' E,22? 35.153' N,329,27,174,KAOHSIUNG           ,Cargo-all ships of this type
416247700,Taiwan (Province of China),20/02/2025 16:00:50,HAI YAO,22.5927,120.2874,360,0,0,120? 17.246' E,22? 35.561' N,511,7,35,@@@@@@@@@@@@@@@@@@@@,Vessel=Fishing
416000018,Taiwan (Province of China),20/02/2025 16:00:50,FORMOSA NO.8,22.5997,120.2826,360,0,0,120? 16.958' E,22? 35.979' N,511,11,28,TW_KHH              ,Tug
416006752,Taiwan (Province of China),20/02/2025 16:00:50,TA YU,22.5946,120.291,316.7,0,0,120? 17.462' E,22? 35.676' N,339,13,76,KINMEN              ,Cargo-all ships of this type
511101274,Palau (Republic of),20/02/2025 16:00:51,HONG LI,22.6034,120.2821,290,0.1,9036894,120? 16.924' E,22? 36.202' N,511,13,74,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
667001467,Sierra Leone,20/02/2025 16:00:51,VINCENT 2,22.6022,120.2829,310,0.1,9121039,120? 16.974' E,22? 36.134' N,141,17,107,@@@@@@@@@@@@@@@@@@@@,Cargo-all ships of this type
416004697,Taiwan (Province of China),20/02/2025 16:00:51,KAO 505,22.6102,120.2726,148.1,0,967097500,120? 16.358' E,22? 36.613' N,145,0,0,@@@@@@@@@@@@@@@@@@@@,Vessel-Engaged in dredging or underwater operations
416002974,Taiwan (Province of China),20/02/2025 16:00:51,DONG LIAN NO.8,22.5963,120.2999,349.1,0,0,120? 17.991' E,22? 35.776' N,511,2,14,@@@@@@@@@@@@@@@@@@@@,Tug
416006765,Taiwan (Province of China),20/02/2025 16:00:51,VENTUS XINGANG,22.5996,120.2816,360,0,990981900,120? 16.896' E,22? 35.976' N,235,0,0,KHH                 ,Vessel-Pleasure craft
